CMDLINE C:\Python311\python.exe search.py
MEM 1.671875 1682944021.4181
MEM 14.609375 1682944021.5193
MEM 21.519531 1682944021.6199
MEM 26.101562 1682944021.7201
MEM 31.976562 1682944021.8206
MEM 37.500000 1682944021.9212
MEM 46.937500 1682944022.0216
MEM 56.429688 1682944022.1223
MEM 62.832031 1682944022.2227
MEM 70.285156 1682944022.3230
MEM 74.949219 1682944022.4234
MEM 79.800781 1682944022.5238
MEM 80.132812 1682944022.6240
MEM 80.132812 1682944022.7245
MEM 80.132812 1682944022.8249
MEM 80.132812 1682944022.9254
MEM 80.132812 1682944023.0260
MEM 80.132812 1682944023.1265
MEM 80.132812 1682944023.2270
MEM 80.132812 1682944023.3278
MEM 80.132812 1682944023.4280
MEM 80.132812 1682944023.5284
MEM 80.132812 1682944023.6287
MEM 80.132812 1682944023.7295
MEM 80.132812 1682944023.8299
MEM 80.132812 1682944023.9303
MEM 80.132812 1682944024.0309
MEM 80.132812 1682944024.1313
MEM 80.132812 1682944024.2318
MEM 80.132812 1682944024.3321
MEM 80.132812 1682944024.4324
MEM 80.132812 1682944024.5326
MEM 80.132812 1682944024.6331
MEM 80.132812 1682944024.7333
MEM 80.132812 1682944024.8340
MEM 80.132812 1682944024.9344
MEM 80.132812 1682944025.0349
MEM 80.132812 1682944025.1357
MEM 80.132812 1682944025.2360
MEM 80.132812 1682944025.3368
MEM 80.132812 1682944025.4372
MEM 80.132812 1682944025.5375
MEM 80.132812 1682944025.6380
MEM 80.132812 1682944025.7385
MEM 80.132812 1682944025.8391
MEM 80.132812 1682944025.9397
MEM 80.132812 1682944026.0401
MEM 80.132812 1682944026.1403
MEM 80.132812 1682944026.2407
MEM 80.132812 1682944026.3413
MEM 80.132812 1682944026.4419
MEM 80.132812 1682944026.5424
MEM 80.132812 1682944026.6428
MEM 80.132812 1682944026.7430
MEM 80.132812 1682944026.8434
MEM 80.132812 1682944026.9440
MEM 80.132812 1682944027.0449
MEM 80.132812 1682944027.1454
MEM 80.132812 1682944027.2457
MEM 80.132812 1682944027.3462
MEM 80.132812 1682944027.4466
MEM 80.132812 1682944027.5470
MEM 80.132812 1682944027.6475
MEM 80.132812 1682944027.7479
MEM 80.132812 1682944027.8485
MEM 80.132812 1682944027.9490
MEM 80.132812 1682944028.0497
MEM 80.132812 1682944028.1500
MEM 80.132812 1682944028.2505
MEM 80.132812 1682944028.3511
MEM 80.132812 1682944028.4518
MEM 80.132812 1682944028.5524
MEM 80.132812 1682944028.6528
MEM 80.132812 1682944028.7535
MEM 80.132812 1682944028.8540
MEM 80.132812 1682944028.9546
MEM 80.132812 1682944029.0550
MEM 80.132812 1682944029.1554
MEM 80.132812 1682944029.2560
MEM 80.132812 1682944029.3564
MEM 80.132812 1682944029.4566
MEM 80.132812 1682944029.5569
MEM 80.132812 1682944029.6575
MEM 80.132812 1682944029.7579
MEM 80.132812 1682944029.8585
MEM 80.132812 1682944029.9591
MEM 80.132812 1682944030.0597
MEM 80.132812 1682944030.1600
MEM 80.132812 1682944030.2604
MEM 80.132812 1682944030.3609
MEM 80.132812 1682944030.4614
MEM 80.132812 1682944030.5618
MEM 80.132812 1682944030.6624
MEM 80.132812 1682944030.7626
MEM 80.132812 1682944030.8629
MEM 80.132812 1682944030.9638
MEM 80.132812 1682944031.0641
MEM 80.132812 1682944031.1649
MEM 80.132812 1682944031.2656
MEM 80.132812 1682944031.3661
MEM 80.132812 1682944031.4664
MEM 80.132812 1682944031.5669
MEM 80.132812 1682944031.6676
MEM 80.132812 1682944031.7681
MEM 80.132812 1682944031.8683
MEM 80.132812 1682944031.9689
MEM 80.132812 1682944032.0695
MEM 80.132812 1682944032.1699
MEM 80.132812 1682944032.2704
MEM 80.132812 1682944032.3709
MEM 80.132812 1682944032.4714
MEM 80.132812 1682944032.5718
MEM 80.132812 1682944032.6721
MEM 80.132812 1682944032.7729
MEM 80.132812 1682944032.8734
MEM 80.132812 1682944032.9739
MEM 80.132812 1682944033.0745
