CMDLINE C:\Python311\python.exe search.py
MEM 1.652344 1682945193.4800
MEM 12.074219 1682945193.5812
MEM 19.148438 1682945193.6818
MEM 24.804688 1682945193.7824
MEM 30.140625 1682945193.8828
MEM 34.960938 1682945193.9832
MEM 41.988281 1682945194.0837
MEM 48.628906 1682945194.1841
MEM 57.007812 1682945194.2847
MEM 63.546875 1682945194.3848
MEM 69.187500 1682945194.4857
MEM 71.609375 1682945194.5863
MEM 74.746094 1682945194.6866
MEM 78.351562 1682945194.7872
MEM 79.957031 1682945194.8877
MEM 79.957031 1682945194.9882
MEM 79.957031 1682945195.0885
MEM 79.957031 1682945195.1891
MEM 79.957031 1682945195.2898
MEM 79.957031 1682945195.3901
MEM 79.957031 1682945195.4905
MEM 79.957031 1682945195.5912
MEM 79.957031 1682945195.6917
MEM 79.957031 1682945195.7922
MEM 79.957031 1682945195.8928
MEM 79.957031 1682945195.9933
MEM 79.957031 1682945196.0937
MEM 79.957031 1682945196.1944
MEM 79.957031 1682945196.2948
MEM 79.957031 1682945196.3955
MEM 79.957031 1682945196.4960
MEM 79.957031 1682945196.5963
MEM 79.957031 1682945196.6968
MEM 79.957031 1682945196.7974
MEM 79.957031 1682945196.8979
MEM 79.957031 1682945196.9983
MEM 79.957031 1682945197.0988
MEM 79.957031 1682945197.1994
MEM 79.957031 1682945197.2998
MEM 79.957031 1682945197.4002
MEM 79.957031 1682945197.5007
MEM 79.957031 1682945197.6012
MEM 79.957031 1682945197.7018
MEM 79.957031 1682945197.8023
MEM 79.957031 1682945197.9027
MEM 79.957031 1682945198.0060
MEM 79.957031 1682945198.1068
MEM 79.957031 1682945198.2073
MEM 79.957031 1682945198.3076
MEM 79.957031 1682945198.4082
MEM 79.957031 1682945198.5086
MEM 79.957031 1682945198.6089
MEM 79.957031 1682945198.7093
MEM 79.957031 1682945198.8098
MEM 79.957031 1682945198.9100
MEM 79.957031 1682945199.0102
MEM 79.957031 1682945199.1107
MEM 79.957031 1682945199.2110
MEM 79.957031 1682945199.3113
MEM 79.957031 1682945199.4117
MEM 79.957031 1682945199.5123
MEM 79.957031 1682945199.6129
MEM 79.957031 1682945199.7132
MEM 79.957031 1682945199.8138
MEM 79.957031 1682945199.9145
MEM 79.957031 1682945200.0148
MEM 79.957031 1682945200.1153
MEM 79.957031 1682945200.2156
MEM 79.957031 1682945200.3168
MEM 79.957031 1682945200.4170
MEM 79.957031 1682945200.5173
MEM 79.957031 1682945200.6177
MEM 79.957031 1682945200.7183
MEM 79.957031 1682945200.8189
MEM 79.957031 1682945200.9195
MEM 79.957031 1682945201.0198
MEM 79.957031 1682945201.1201
MEM 79.957031 1682945201.2208
MEM 79.957031 1682945201.3212
MEM 79.957031 1682945201.4217
MEM 79.957031 1682945201.5219
MEM 79.957031 1682945201.6222
MEM 79.957031 1682945201.7227
MEM 79.957031 1682945201.8233
MEM 79.957031 1682945201.9240
MEM 79.957031 1682945202.0244
MEM 79.957031 1682945202.1248
MEM 79.957031 1682945202.2252
MEM 79.957031 1682945202.3257
MEM 79.957031 1682945202.4262
MEM 79.957031 1682945202.5264
MEM 79.957031 1682945202.6268
