CMDLINE C:\Python311\python.exe search.py
MEM 1.683594 1682944364.5137
MEM 14.511719 1682944364.6139
MEM 22.375000 1682944364.7142
MEM 27.621094 1682944364.8146
MEM 32.378906 1682944364.9150
MEM 39.527344 1682944365.0152
MEM 47.230469 1682944365.1154
MEM 56.582031 1682944365.2159
MEM 62.648438 1682944365.3164
MEM 69.761719 1682944365.4167
MEM 74.582031 1682944365.5171
MEM 78.828125 1682944365.6176
MEM 80.000000 1682944365.7180
MEM 80.000000 1682944365.8184
MEM 80.000000 1682944365.9191
MEM 80.000000 1682944366.0195
MEM 80.000000 1682944366.1197
MEM 80.000000 1682944366.2202
MEM 80.000000 1682944366.3205
MEM 80.000000 1682944366.4211
MEM 80.000000 1682944366.5216
MEM 80.000000 1682944366.6222
MEM 80.000000 1682944366.7227
MEM 80.000000 1682944366.8231
MEM 80.000000 1682944366.9237
MEM 80.000000 1682944367.0242
MEM 80.000000 1682944367.1244
MEM 80.000000 1682944367.2246
MEM 80.000000 1682944367.3251
MEM 80.000000 1682944367.4256
MEM 80.000000 1682944367.5262
MEM 80.000000 1682944367.6266
MEM 80.000000 1682944367.7269
MEM 80.000000 1682944367.8273
MEM 80.000000 1682944367.9276
MEM 80.000000 1682944368.0281
MEM 80.000000 1682944368.1289
MEM 80.000000 1682944368.2296
MEM 80.000000 1682944368.3300
MEM 80.000000 1682944368.4307
MEM 80.000000 1682944368.5311
MEM 80.000000 1682944368.6317
MEM 80.000000 1682944368.7322
MEM 80.000000 1682944368.8327
MEM 80.000000 1682944368.9333
MEM 80.000000 1682944369.0338
MEM 80.000000 1682944369.1342
MEM 80.000000 1682944369.2344
MEM 80.000000 1682944369.3349
MEM 80.000000 1682944369.4353
MEM 80.000000 1682944369.5357
MEM 80.000000 1682944369.6373
MEM 80.000000 1682944369.7403
MEM 80.000000 1682944369.8409
MEM 80.000000 1682944369.9416
MEM 80.000000 1682944370.0421
MEM 80.000000 1682944370.1423
MEM 80.000000 1682944370.2429
MEM 80.000000 1682944370.3432
MEM 80.000000 1682944370.4438
MEM 80.000000 1682944370.5443
MEM 80.000000 1682944370.6446
MEM 80.000000 1682944370.7448
MEM 80.000000 1682944370.8452
MEM 80.000000 1682944370.9456
MEM 80.000000 1682944371.0460
MEM 80.000000 1682944371.1466
MEM 80.000000 1682944371.2471
MEM 80.000000 1682944371.3475
MEM 80.000000 1682944371.4482
MEM 80.000000 1682944371.5486
MEM 80.000000 1682944371.6491
MEM 80.000000 1682944371.7496
MEM 80.000000 1682944371.8501
MEM 80.000000 1682944371.9505
MEM 80.000000 1682944372.0525
MEM 80.000000 1682944372.1531
MEM 80.000000 1682944372.2535
MEM 80.000000 1682944372.3560
MEM 80.000000 1682944372.4564
MEM 80.000000 1682944372.5571
MEM 80.000000 1682944372.6577
MEM 80.000000 1682944372.7580
MEM 80.000000 1682944372.8586
MEM 80.000000 1682944372.9588
MEM 80.000000 1682944373.0594
MEM 80.000000 1682944373.1599
MEM 80.000000 1682944373.2603
MEM 80.000000 1682944373.3607
MEM 80.000000 1682944373.4610
MEM 80.000000 1682944373.5612
MEM 80.000000 1682944373.6617
MEM 80.000000 1682944373.7621
MEM 80.000000 1682944373.8627
MEM 80.000000 1682944373.9631
MEM 80.000000 1682944374.0637
MEM 80.000000 1682944374.1640
MEM 80.000000 1682944374.2642
MEM 80.000000 1682944374.3647
MEM 80.000000 1682944374.4650
MEM 80.000000 1682944374.5651
MEM 80.000000 1682944374.6655
MEM 80.000000 1682944374.7657
MEM 80.000000 1682944374.8663
MEM 80.000000 1682944374.9671
MEM 80.000000 1682944375.0676
MEM 80.000000 1682944375.1682
MEM 80.000000 1682944375.2687
MEM 80.000000 1682944375.3692
MEM 80.000000 1682944375.4696
MEM 80.000000 1682944375.5702
MEM 80.000000 1682944375.6706
MEM 80.000000 1682944375.7711
MEM 80.000000 1682944375.8717
MEM 80.000000 1682944375.9722
MEM 80.000000 1682944376.0726
MEM 80.000000 1682944376.1731
MEM 80.000000 1682944376.2736
MEM 80.000000 1682944376.3742
MEM 80.000000 1682944376.4747
MEM 80.000000 1682944376.5752
MEM 80.000000 1682944376.6756
MEM 80.000000 1682944376.7758
MEM 80.000000 1682944376.8761
MEM 80.000000 1682944376.9766
MEM 80.000000 1682944377.0773
MEM 80.000000 1682944377.1776
MEM 80.000000 1682944377.2781
MEM 80.000000 1682944377.3787
MEM 80.000000 1682944377.4793
MEM 80.000000 1682944377.5795
MEM 80.000000 1682944377.6801
MEM 80.000000 1682944377.7807
MEM 80.000000 1682944377.8812
MEM 80.000000 1682944377.9818
MEM 80.000000 1682944378.0822
MEM 80.000000 1682944378.1826
MEM 80.000000 1682944378.2828
MEM 80.000000 1682944378.3832
MEM 80.000000 1682944378.4836
MEM 80.000000 1682944378.5842
MEM 80.000000 1682944378.6847
