CMDLINE C:\Python311\python.exe search.py
MEM 1.660156 1682949908.0000
MEM 14.902344 1682949908.1005
MEM 21.453125 1682949908.2007
MEM 25.406250 1682949908.3010
MEM 29.917969 1682949908.4015
MEM 34.703125 1682949908.5021
MEM 43.828125 1682949908.6027
MEM 50.882812 1682949908.7032
MEM 61.621094 1682949908.8035
MEM 68.417969 1682949908.9041
MEM 73.218750 1682949909.0045
MEM 77.234375 1682949909.1048
MEM 80.714844 1682949909.2054
MEM 80.714844 1682949909.3061
MEM 80.714844 1682949909.4063
MEM 80.714844 1682949909.5066
MEM 80.714844 1682949909.6069
MEM 80.714844 1682949909.7071
MEM 80.714844 1682949909.8073
MEM 80.714844 1682949909.9080
MEM 80.714844 1682949910.0084
MEM 80.714844 1682949910.1089
MEM 80.714844 1682949910.2094
MEM 80.714844 1682949910.3098
MEM 80.714844 1682949910.4104
MEM 80.714844 1682949910.5109
MEM 80.714844 1682949910.6116
MEM 80.714844 1682949910.7122
MEM 80.714844 1682949910.8124
MEM 80.714844 1682949910.9131
MEM 80.714844 1682949911.0135
MEM 80.714844 1682949911.1137
MEM 80.714844 1682949911.2140
MEM 80.714844 1682949911.3142
MEM 80.714844 1682949911.4148
MEM 80.714844 1682949911.5154
MEM 80.714844 1682949911.6159
MEM 80.714844 1682949911.7163
MEM 80.714844 1682949911.8167
MEM 80.714844 1682949911.9169
MEM 80.714844 1682949912.0176
MEM 80.714844 1682949912.1181
MEM 80.714844 1682949912.2186
MEM 80.714844 1682949912.3192
MEM 80.714844 1682949912.4194
MEM 80.714844 1682949912.5197
MEM 80.714844 1682949912.6200
MEM 80.714844 1682949912.7202
MEM 80.714844 1682949912.8208
MEM 80.714844 1682949912.9211
MEM 80.714844 1682949913.0217
MEM 80.714844 1682949913.1220
MEM 80.714844 1682949913.2225
MEM 80.714844 1682949913.3227
MEM 80.714844 1682949913.4236
MEM 80.714844 1682949913.5239
MEM 80.714844 1682949913.6241
MEM 80.714844 1682949913.7244
MEM 80.714844 1682949913.8247
MEM 80.714844 1682949913.9252
MEM 80.714844 1682949914.0256
MEM 80.714844 1682949914.1258
MEM 80.714844 1682949914.2264
MEM 80.714844 1682949914.3272
MEM 80.714844 1682949914.4277
MEM 80.714844 1682949914.5283
MEM 80.714844 1682949914.6285
MEM 80.714844 1682949914.7291
MEM 80.714844 1682949914.8296
MEM 80.714844 1682949914.9299
MEM 80.714844 1682949915.0305
MEM 80.714844 1682949915.1310
MEM 80.714844 1682949915.2316
MEM 80.714844 1682949915.3321
MEM 80.714844 1682949915.4325
MEM 80.714844 1682949915.5329
MEM 80.714844 1682949915.6331
MEM 80.714844 1682949915.7333
MEM 80.714844 1682949915.8335
